LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-152.3612789,57.8315387,1400,Abercrombie Dr,,,,,,,d7d5af1820dc465c
-152.3625126,57.8301536,4023,Monashka Bay Rd,,,,,,,a147058712db09d7
-152.3575485,57.8289529,1150,Abercrombie Dr,,,,,,,a33a25d133b711fd
-152.3556964,57.8287451,4844,E Rezanof Dr,,,,,,,a1e1fe9f3ea2e5cc
-152.3598727,57.8286401,1165,Abercrombie Dr,,,,,,,17f0408ea19daa35
-152.3548687,57.8279638,4774,E Rezanof Dr,,,,,,,7f7241dba6679e1c
-152.3566548,57.8283347,4858,E Rezanof Dr,,,,,,,a4aff58b8c42c490
-152.3531341,57.8283251,4181,Parkside Dr,,,,,,,9719c5720af18259
-152.3557321,57.8280508,4806,E Rezanof Dr,,,,,,,a417c3c18f3c1849
-152.3537645,57.8276474,4143,Parkside Dr,,,,,,,4b937a8e728ff0ed
-152.379401,57.827977,3233,Bay View Dr,,,,,,,ca182ff421e6bf9d
-152.3786791,57.827937,3265,Bay View Dr,,,,,,,0f0f0b3ab9a4044f
-152.3498821,57.8278427,4286,Parkside Dr,,,,,,,cf3386e35692ec64
-152.3803396,57.8278539,3201,Bay View Dr,,,,,,,0bfd033057cfb556
-152.3673915,57.8269029,4023,Monashka Bay Rd,,,,,,,805bdd8fa94b5c20
-152.3502189,57.8275718,4258,Parkside Dr,,,,,,,3318ae6ca4158a64
-152.3612137,57.8273262,4352,Monashka Bay Rd,,,,,,,2680325c051be9d3
-152.377883,57.8277039,3277,Bay View Dr,,,,,,,291657243038440f
-152.3590416,57.8276307,4462,Monashka Bay Rd,,,,,,,fe5aadb172ac35c1
-152.3768072,57.8276385,3353,Bay View Dr,,,,,,,c731d00fb0d738d6
-152.375678,57.8276395,3393,Bay View Dr,,,,,,,f991ac10fcacfe38
-152.3505996,57.8273256,4228,Parkside Dr,,,,,,,a3e03aebdbceada8
-152.3749052,57.8275292,3411,Bay View Dr,,,,,,,e7f7ee7bbee84e5b
-152.35864,57.8273855,4875,E Rezanof Dr,,,,,,,601691cdb5e830d0
-152.3581838,57.8271826,4865,E Rezanof Dr,,,,,,,70f551e54a086f4b
-152.3734312,57.827115,3669,Monashka Bay Rd,,,,,,,cccf210335a18842
-152.3552114,57.8271692,4073,Parkside Dr,,,,,,,0e50f49814bab12a
-152.3545029,57.8271817,4093,Parkside Dr,,,,,,,6e7ae0655727b28e
-152.3574145,57.8270048,4785,E Rezanof Dr,,,,,,,3239085a4173d885
-152.351071,57.8270907,4346,Parkside Dr,,,,,,,86ba60c9a3881bdd
-152.3814363,57.8272946,3153,Bay View Dr,,,,,,,58a5f600a9706ba7
-152.3526039,57.8269867,4162,Parkside Dr,,,,,,,55aec1430f320c74
-152.3529753,57.8268836,4152,Parkside Dr,,,,,,,36ebf10cea6f8a12
-152.3518057,57.8269656,4320,Cliffside Rd,,,,,,,d637036497c4a331
-152.3741628,57.8266212,3601,Bay View Dr,,,,,,,7ce5576bda801cea
-152.3535835,57.8267061,4122,Parkside Dr,,,,,,,ad9a016d74567c9d
-152.3511545,57.8268526,4312,Cliffside Rd,,,,,,,4b4ce6740da817bd
-152.3823846,57.8267541,3085,Bay View Dr,,,,,,,1fb0e52614b9df7e
-152.376628,57.8269875,3376,Bay View Dr,,,,,,,631d16a2c40304e2
-152.378814,57.8267892,3158,Bay View Dr,,,,,,,6df5df20b24b60aa
-152.3529587,57.826458,4293,Cliffside Rd,,,,,,,1a3b765044f991d8
-152.351087,57.8266576,4304,Cliffside Rd,,,,,,,8737fa9afd93d23b
-152.35419,57.8265954,4092,Parkside Dr,,,,,,,356eab838459e1dc
-152.3517318,57.826567,4292,Cliffside Rd,,,,,,,b085c6243d171cde
-152.3576543,57.826405,4701,E Rezanof Dr,,,,,,,81028b1454273eba
-152.3808678,57.826304,3116,Bay View Dr,,,,,,,c14a53ac1648efa0
-152.3540931,57.8263078,4050,Parkside Dr,,,,,,,5dbc7c6097775d60
-152.3763098,57.8266548,3446,Bay View Dr,,,,,,,dc81390c39110df5
-152.3325589,57.821415,4200,Spruce Cape Rd,,,,,,,f8ec0405783bb553
-152.3515334,57.8263405,4288,Cliffside Rd,,,,,,,66fa1306fc6c4709
-152.383443,57.8263464,3019,Bay View Dr,,,,,,,0a727b2fff24f535
-152.3874068,57.8262952,2544,Three Sisters Way,,,,,,,07c881a866494998
-152.3857087,57.8262743,1892,Monashka Cir,,,,,,,12f23ced99d1e761
-152.3843368,57.8264336,2915,Bay View Dr,,,,,,,b177fc101474267a
